OverallQual,GrLivArea,TotalBsmtSF,2ndFlrSF,BsmtFinSF1,1stFlrSF,GarageCars,GarageArea,LotArea,YearBuilt,TotRmsAbvGrd,YearRemodAdd,GarageYrBlt,LotFrontage,FullBath,BsmtUnfSF,WoodDeckSF,OpenPorchSF,MasVnrArea,OverallCond
8,2196,1611,585,1019,1611,3,783,11780,2003,9,2003,2003.2496157497067,83.75192125146636,2,592,168,0,230.99231499413457,5
8,1958,1958,0,1429,1958,3,871,10537,2004,7,2005,2004.5566323201801,82.5048454408104,2,529,144,6,239.598728317929,5
8,1932,1932,0,1408,1932,3,861,10634,2004,7,2005,2004.909090210659,84.09090594796639,2,524,129,11,235.54546257741922,5
8,1695,1689,0,1339,1695,2,662,10353,2004,7,2005,2004.7725423223899,79.44211835374136,2,349,205,55,188.7038981283643,5
8,1832,1610,215,1171,1616,2,623,9920,2004,7,2005,2004.4532092351042,75.0,2,438,247,103,157.90102742354102,5
8,1881,1878,0,1427,1881,2,790,10269,2004,7,2005,2004.0,78.07096046387467,2,451,201,21,222.85152556649606,5
8,1830,1768,61,1214,1769,3,761,14288,2002,7,2002,2002.092634358855,86.06529512683373,2,553,262,75,606.9340446450783,5
9,2018,1019,989,745,1028,3,808,11064,2007,9,2007,2007.8987578340887,85.5821424539902,2,273,166,51,159.29130483862062,5
9,1912,1219,684,947,1227,2,758,10725,2006,9,2007,2006.79115076914,81.97787692284952,2,271,194,53,167.85752000059125,5
8,2268,1075,1180,314,1088,3,740,12423,2005,9,2006,2005.6467780625567,98.53102614029878,2,760,135,40,143.52744643789714,5
7,2482,1302,1145,968,1337,2,772,14614,1989,9,1993,1989.465422229296,0.0,1,334,195,59,20.422004897400832,7
8,2265,1500,755,1104,1510,3,785,14466,1996,8,1996,1996.175133624645,29.34016574660874,2,396,230,63,222.25935372515704,6
8,1979,1954,17,1422,1961,2,762,16713,2002,8,2005,2002.584562144005,126.16912428801001,1,531,189,46,71.35688788576567,5
7,2058,864,922,269,1135,2,485,15190,1952,8,2005,1952.623429309173,21.845442995382307,1,595,23,100,274.27358037459805,8
7,1729,1729,0,1088,1729,3,785,9495,2007,8,2007,2007.0,79.38416557308932,2,641,165,136,213.62626332300565,5
7,1891,1581,195,988,1696,2,728,9607,1994,8,2004,1994.5704882256243,77.50845858707491,2,592,142,127,171.02600115003963,5
8,1816,1816,0,1267,1816,3,765,14451,2003,7,2003,2003.7832167283284,85.0,2,549,270,73,609.493007624223,5
7,1943,869,758,407,1184,2,454,15565,1943,7,2005,1943.4970579685164,5.138841036387376,1,461,19,116,334.6994354601301,8
8,2255,1335,766,796,1488,2,683,10964,1987,8,1998,1987.9121806571886,11.621105490288421,2,539,208,129,167.73654197156566,5
8,2189,1402,708,865,1480,2,717,11019,1995,8,1999,1995.6586195908612,3.5329118977772236,2,537,236,137,190.97585877258376,5
9,1915,1719,182,278,1733,3,763,11520,2005,8,2005,2005.1131621448642,65.47110788323438,2,1440,68,117,385.15203027518817,5
8,2338,1271,669,189,1669,2,584,11055,1964,9,1999,1964.3967897131497,78.63914392350661,2,1082,0,88,195.24465267124947,6
8,1987,1957,29,1446,1957,2,762,16531,2003,7,2005,2003.020941758022,126.66890894767148,1,510,201,44,62.92295981092635,5
9,1934,1934,0,1386,1934,3,768,16050,2004,8,2005,2004.642795220623,114.85850514629358,2,547,218,52,232.4839621413619,5
8,2392,1195,885,651,1506,2,612,10849,1971,8,1997,1971.6648992536218,28.58517872048302,2,544,147,113,118.99469776086569,6
8,2171,1451,449,143,1721,2,646,11264,1978,9,2002,1978.3573917103574,82.361971122762,2,1308,0,95,279.38054737442116,6
8,2557,1319,1238,533,1319,3,767,9379,2000,8,2001,2000.753784021294,78.16414398580402,2,786,88,105,413.79364354217967,5
8,2535,1272,1262,390,1272,3,790,9436,2001,8,2002,2001.6221705424246,77.58521963838366,2,881,115,117,395.12333333787296,5
9,1634,1634,0,1037,1634,3,902,13010,2006,6,2007,2007.8676632918234,88.73532658364697,2,596,230,4,104.01053400136516,5
8,1911,1752,159,1305,1752,2,726,14032,2000,7,2006,2000.2498819767454,83.4999692113249,1,447,289,60,437.9970032356234,5
9,1708,1708,0,1118,1708,3,852,13591,2006,6,2007,2007.1861247903396,87.37224958067927,2,589,245,27,279.16592888271464,5
9,1813,1813,0,1233,1813,3,781,14408,2006,7,2006,2006.2260677281347,85.45213545626945,2,580,265,60,525.9005938693767,5
7,2519,1184,1075,562,1444,2,688,11336,1972,8,1995,1972.3152206654374,85.7481330724365,2,621,150,65,374.1756418010912,6
7,2214,1459,753,1218,1461,2,680,12160,1987,5,2005,1987.013898024413,83.94018218389292,1,241,315,46,183.40426357702466,7
8,1867,1771,85,1424,1781,2,738,11440,2002,6,2006,2002.025836592579,70.3518924579186,1,346,202,70,205.8249595015374,5
8,1772,1583,189,1146,1583,2,822,12728,1999,5,2008,2000.5661350127887,86.0264540051155,1,436,263,11,49.185178035808505,5
7,2423,1300,1120,478,1302,3,840,11053,1998,8,1999,1998.673865126411,88.64957032477349,2,821,223,90,510.4417147996512,5
8,1909,1541,368,0,1541,3,827,11355,2006,7,2006,2006.169780154997,88.29542087831643,2,1541,174,206,278.90659535008945,5
8,1769,1764,0,1164,1769,3,862,11783,2006,7,2006,2006.2307296137387,83.7687553648637,2,599,69,28,293.38283261823887,5
8,1876,1876,0,167,1876,3,811,11739,2006,7,2006,2006.1672514331071,85.50526289796417,2,1708,0,159,306.34853726078535,5
7,2316,1415,896,635,1419,3,832,11815,1997,7,1998,1997.2797245054066,94.76732281719882,2,780,230,79,554.444878923798,5
8,1963,1572,390,885,1572,2,691,12212,1992,5,2008,1992.2484705081797,84.39494112977155,1,686,279,112,97.87964621156948,6
9,1793,1793,0,292,1793,2,590,7716,2005,6,2005,2005.717580539065,63.51153188672715,2,1501,201,71,394.0604865233775,5
8,2058,1769,289,246,1769,2,636,8164,2004,6,2004,2004.7535521033292,70.99526386222762,2,1523,157,56,389.7061907256055,5
8,1729,1726,0,386,1729,3,801,11832,2006,7,2006,2006.4562679547546,86.47521545705455,2,1340,171,186,249.65014363803635,5
8,1755,1750,0,663,1755,3,789,11690,2006,7,2006,2006.0662484642544,81.79498157105337,2,1086,173,156,246.52998771403557,5
8,1743,1743,0,388,1743,2,611,8302,2005,6,2005,2005.2946957721763,65.71513235481935,2,1354,191,103,388.71903399807945,5
9,1758,1758,0,435,1758,2,585,7835,2005,6,2005,2005.0441186362784,62.01472863440226,2,1322,187,86,407.14695000938053,5
7,2567,1739,808,1447,1758,3,670,11872,1997,9,1997,1997.035499995067,80.15030000690611,2,291,279,35,111.62993325506416,5
7,2643,1680,946,913,1697,3,678,12244,1996,9,1996,1996.4365850597721,91.13586795172449,2,767,291,86,96.17015324600756,5
8,1732,1729,0,1284,1732,3,765,12749,2006,7,2007,2006.4590334410607,81.40178424901626,2,444,287,66,312.41070549409756,5
7,2868,1678,1169,1415,1698,3,634,12587,1993,10,1994,1993.9423461245374,89.07238914716766,2,263,357,14,78.84692249074885,5
9,1759,1759,0,870,1759,3,773,12809,2006,8,2007,2006.7051768864962,85.41035377299242,2,888,230,101,328.796721686856,5
8,1890,1888,0,260,1890,3,782,11602,2005,7,2006,2005.8170256365358,81.25538454803807,2,1628,32,169,290.28964073829576,5
7,2677,1471,1198,457,1478,2,581,17393,2000,9,2001,2001.4663032622882,121.53233397129279,2,1014,275,94,326.7896429752162,5
7,2996,1589,1388,1050,1607,2,588,14455,1994,10,1994,1994.75231242057,103.06885915656744,2,539,328,39,135.44090398624445,5
8,1664,1664,0,1580,1664,2,773,12748,2003,6,2004,2003.629613907622,94.14235822917426,1,83,352,88,245.2987824835826,5
8,1721,1717,4,1613,1717,2,473,10847,1993,6,1993,1993.0397535333748,32.14907575015547,1,103,122,30,0.8116346397353374,5
9,2645,1182,1309,0,1336,2,772,12400,1946,9,2003,1996.1215569589765,75.95547728929134,2,1182,123,280,117.04596793818935,7
9,2748,1231,1251,0,1497,2,878,13546,1900,9,2000,1989.1174068213413,76.70897513852194,3,1231,113,479,24.977328947628234,8
8,2568,1476,1056,1061,1512,2,720,12060,1995,8,1996,1995.4970910285604,96.61806981979042,1,415,185,42,354.8600274022505,5
8,2605,1467,1101,1041,1504,2,714,12194,1994,8,1995,1994.4731072674638,97.56328559926416,1,426,185,35,359.74364226286485,5
8,2150,1583,540,1293,1610,2,790,10613,2006,7,2007,2006.980142434987,86.43686643028272,1,289,182,119,300.0,5
9,1776,1605,139,1397,1637,2,844,13209,1993,6,2006,2003.9991864309088,104.33184178999969,2,208,370,146,266.65310718181536,5
8,2551,1257,1271,411,1279,2,678,11619,2000,10,2002,2000.6156065673986,85.37020564405738,2,846,160,36,291.63400287403397,5
9,2647,1182,1308,0,1339,2,774,12418,1945,9,2003,1995.9859460755445,75.93952306771112,2,1182,123,284,115.09157579461231,7
8,2408,1164,1220,0,1187,2,855,14156,1995,9,2005,2003.6000714032284,98.8589327343492,3,1164,228,182,348.7074784251036,5
8,2110,1338,771,575,1338,2,848,13833,2005,7,2006,2005.3662056305373,103.56343941376007,2,763,300,134,350.7035495570278,5
8,2183,1569,577,1240,1606,2,792,10671,2002,8,2006,2006.2934464759292,85.59094269659062,1,329,175,134,288.84389172519855,5
8,2184,1550,606,1200,1577,3,780,10605,2006,8,2007,2006.8647566769307,85.39140504618852,1,349,175,114,296.2808086155965,5
9,2157,1635,416,842,1740,2,807,15191,1967,8,2003,1998.687479446328,90.3632517040967,2,792,381,241,252.4917019195023,6
9,1722,1716,0,1460,1722,2,815,14194,2005,6,2006,2005.2855601543035,104.42780077151819,2,255,445,105,327.8631539821581,5
8,1997,1643,342,1239,1654,2,686,15302,2001,7,2002,2001.1256424916248,91.532695606156,2,404,438,87,242.18660772927586,5
7,2201,1339,862,1236,1339,2,562,13920,1996,6,1997,1996.9579019486735,82.68212545628576,2,102,306,49,28.73705846020456,5
9,2183,1104,1052,936,1130,2,835,11301,2007,9,2007,2007.9911851553275,95.95494634945177,2,168,0,101,153.90793384453187,5
8,1715,1712,0,1492,1715,2,483,8946,1994,5,1995,1994.9895266126052,37.96857983781538,1,219,113,41,19.89526612605126,5
9,2584,1383,1172,32,1411,3,780,14654,1999,10,1999,1999.3092944561315,107.58760739182476,2,1350,645,32,164.62197344250603,5
9,2545,1355,1161,121,1384,3,786,14323,2000,10,2000,2000.1691387181745,106.44114837576724,2,1233,581,39,163.57105267778664,5
8,2559,1302,1228,476,1331,2,704,20403,1994,9,1994,1994.0639708571864,75.42220765742996,2,826,496,28,228.1811730280146,5
7,2549,1225,1307,581,1242,2,712,22232,1995,9,1996,1995.7613341915753,69.44306230698203,2,644,288,77,323.6248666324292,5
8,2418,1170,1208,891,1210,3,748,11798,2002,8,2003,2002.5182832579255,97.09634334841488,2,279,137,46,604.0489445243081,5
8,2275,1129,1114,918,1161,3,801,11498,2005,9,2006,2005.8706581313118,96.42586837373764,2,211,53,80,328.8189674192998,5
7,2422,1405,980,1001,1442,2,646,13614,1987,7,1999,1987.6077937004425,98.53293365638756,2,404,183,55,715.1948425110633,5
8,1831,1824,0,1316,1831,2,650,15574,1976,7,2003,1977.7023869494544,98.47327453473841,2,508,82,146,87.78671425254147,6
8,2488,1190,1254,877,1233,3,722,11944,2000,8,2001,2000.8917288880994,97.42165422238011,2,312,177,29,737.5890582870358,5
8,2251,1123,1098,923,1153,3,810,11449,2006,9,2006,2006.4241415620554,96.31517168758892,2,199,39,85,283.3779777552493,5
9,1971,1524,429,1168,1541,3,813,11271,2003,7,2003,2004.4758034898766,90.51791653980808,2,356,131,79,403.46878377607294,5
8,2265,1176,1073,1033,1192,3,849,9904,2001,8,2002,2002.1173807647838,83.03912692159459,2,143,0,118,474.5267579754343,5
8,1995,1186,793,876,1202,3,824,11178,2006,7,2007,2008.0,87.51388391993311,2,309,49,89,129.70953723557318,5
8,2149,1630,510,496,1638,2,684,11698,2004,7,2005,2005.69311056368,99.4603341544799,2,1134,183,143,97.35385741160388,5
8,2083,1041,1026,778,1057,2,832,10804,2006,8,2007,2007.9451184452257,85.23324660779066,2,263,2,103,98.62796113064317,5
9,1769,1604,146,1117,1622,3,793,12219,2006,7,2007,2008.0,94.42931717866787,2,487,185,55,211.43738483880207,5
7,2421,1328,1079,1095,1341,2,958,10581,1993,8,1994,1993.7309260040622,96.39868691130663,2,233,243,157,607.7424701232311,5
9,1797,1687,93,1048,1703,2,767,12317,2005,7,2006,2007.577410333197,96.63388450020459,2,639,209,65,205.70109415882405,5
8,2454,1283,1145,759,1308,3,1062,16537,1998,7,1998,1998.2195183438575,2.0732568140052567,2,523,6,126,721.0942347334295,5
8,2464,1544,916,94,1547,2,665,11794,2003,7,2004,2003.2769045394473,89.58686126051113,2,1450,139,203,88.09713027734335,5
7,2430,1383,1036,855,1394,2,881,10704,1995,8,1996,1995.9788815447,97.62484447892727,2,528,225,170,474.70437403639164,5
7,2116,1065,1035,831,1080,3,852,10771,2005,8,2006,2006.3210669016023,86.2312176054916,2,233,27,107,161.6728091478065,5
9,2496,1221,1272,364,1224,3,801,14673,2005,9,2006,2005.634320908244,101.49234361434631,3,856,205,105,339.2829562925035,5
7,2504,1280,1216,602,1288,3,913,13323,1999,9,1999,1999.3249666042834,103.29803838955786,2,678,245,154,514.2834141689495,5
8,2655,1636,992,777,1662,2,673,14936,1987,9,1999,1987.2616064047002,91.15934795791789,2,859,255,130,166.08218734526722,6
8,2481,1496,960,1168,1520,2,654,12725,1991,10,2001,1991.3432005504487,80.86157592437839,2,328,197,58,167.6410714372217,5
8,2269,1143,1116,951,1152,3,758,11673,2005,10,2006,2005.6688062110695,85.0,2,192,114,39,244.534014913687,5
8,2266,1142,1115,949,1151,3,759,11661,2005,10,2006,2005.7010915858414,85.0,2,192,112,39,242.53232167783074,5
8,2596,1760,800,1294,1795,2,652,12339,1980,8,1996,1980.622051315348,77.41417436829747,2,466,176,96,145.88510825568983,6
8,2283,1438,840,1136,1442,3,784,9051,2001,8,2002,2001.5324897551718,76.82001170837499,2,302,119,24,288.96780295420274,5
8,2580,1984,556,1469,2023,2,600,13144,1976,8,1995,1976.8108168739311,78.34665521664772,2,515,262,97,138.04952768671842,6
8,2396,2033,337,1558,2058,2,694,12079,1983,7,1995,1983.9661945571202,83.32430925712708,2,474,251,77,343.37775685649217,6
8,2298,1432,861,1127,1437,3,796,9109,2000,8,2001,2000.8791130025138,77.56672799712716,2,305,101,31,308.2890869256652,5
8,2331,1419,904,1108,1426,3,822,9229,1999,8,2000,1999.5171225809852,79.12328847887414,2,311,66,44,348.56508939086865,5
8,2438,1238,1195,1010,1242,3,871,11059,2001,8,2001,2001.2514754515237,92.3250118108432,2,227,111,121,401.7426227423817,5
8,2865,1042,1289,673,1575,2,602,12136,1965,10,2000,1965.704091364292,87.5112274092876,2,368,83,69,175.7312492763614,5
8,2810,1371,808,878,2001,2,543,11553,1955,8,1996,1955.6681495342552,82.61780235975932,2,492,83,16,234.44227364931956,6
8,2748,1297,806,729,1941,2,496,12242,1958,9,2000,1958.6125868767888,82.28044989161545,2,567,74,62,0.0,5
9,1748,1739,0,1489,1748,3,986,9459,2007,7,2007,2007.0439666174661,69.78016691266902,1,249,39,91,619.5356857958211,5
8,2201,1522,655,1124,1546,3,788,12240,2003,8,2004,2003.4917742902126,94.42596861191208,2,397,196,164,190.80842460243232,5
8,2473,1141,1330,916,1143,3,860,12117,2004,10,2004,2004.1104166491343,98.06145848235884,2,224,191,151,392.3062493162359,5
8,1802,1647,151,1362,1651,3,1007,9192,2007,7,2007,2007.7689567106333,66.96386795961614,1,285,37,75,731.3435065950093,5
8,2039,1521,506,945,1532,3,902,10186,2007,8,2007,2007.2273293663877,71.56770038570427,1,576,125,82,650.09940495816,5
8,2506,1271,1207,123,1298,3,696,12144,2006,9,2006,2006.1597732459045,80.64192740981211,1,1148,298,97,489.96598688566854,5
8,1821,1801,0,1553,1821,3,874,11795,2003,6,2004,2003.2511318352886,74.00905468230913,2,247,221,51,517.5496651539104,5
8,1823,1802,0,1552,1823,3,874,11792,2003,6,2004,2003.2636446659562,74.10915732765076,2,249,221,51,515.3348941257268,5
9,1728,1728,0,1363,1728,3,810,8944,2008,7,2008,2008.4202882568688,73.40576513737852,1,364,81,96,512.1458928511688,5
8,1757,1757,0,1160,1757,3,533,9860,2008,6,2008,2008.713543756552,88.15101867792654,2,597,167,125,201.24450535235783,5
8,1769,1769,0,1521,1769,3,871,12405,2004,6,2005,2004.0934504554095,81.56769148483438,2,248,149,63,527.5563106545962,5
8,1750,1750,0,1229,1750,3,862,13641,2007,6,2008,2007.1217782481635,103.71198729958354,2,521,39,99,439.40979094858005,5
8,1983,1983,0,630,1983,3,754,13010,2006,7,2006,2006.4864246728828,83.02715065423426,2,1353,249,66,330.8053712136922,5
8,1983,1983,0,250,1983,3,754,11251,2008,7,2008,2008.2230667191275,81.1153335956373,2,1733,293,92,396.6338508235073,5
9,1912,1912,0,1272,1912,3,690,13987,2004,7,2005,2004.853158987923,84.97211291546074,2,640,180,50,226.57822318594378,5
8,1785,1785,0,1553,1785,3,873,12010,2003,6,2004,2003.322703226107,74.82365322843691,2,231,189,53,551.834848377627,5
7,2036,2144,0,1251,2036,1,506,215022,1965,7,1964,1964.992391959846,149.5995910638268,1,78,0,0,8.810879654397853,4
6,2030,2135,6,1230,2043,1,516,215260,1965,8,1965,1964.796296170918,150.37788810879678,1,58,0,0,1.5082881912323647,4
9,1949,1944,0,894,1949,3,695,13889,2005,8,2006,2006.1345190157747,86.85088926183103,2,1049,168,58,143.27404921126472,5
9,2010,1995,0,96,2010,3,740,13286,2007,9,2008,2008.690866108932,88.76814958169898,2,1899,146,74,15.456694553401604,5
9,1897,1888,0,582,1897,3,751,13954,2007,8,2008,2007.6756772307795,68.25227661554524,2,1306,169,59,70.6305476917609,5
9,1791,1791,0,1565,1791,3,873,11862,2003,6,2004,2003.0163501459788,71.83649854021269,2,226,205,48,559.8090804388501,5
9,1830,1825,0,909,1830,3,754,14370,2006,7,2007,2006.9322807563549,56.60573184956014,2,915,183,50,110.27835966107187,5
9,1916,1907,0,706,1916,3,803,12597,2005,8,2006,2006.296705586019,81.34066582705412,2,1201,171,63,253.20857677621078,5
9,2389,2091,340,0,2048,3,715,13498,2006,9,2007,2007.2185187450734,98.50123335960888,2,2091,304,80,458.43450960112796,5
8,3351,897,1371,169,1979,3,976,14051,1943,10,1998,1984.8489465653088,11.582847330114276,2,727,325,20,648.6188549643018,8
8,2358,1379,532,913,1825,3,850,14606,1980,8,2003,1997.3570837008933,26.51477496410051,2,465,241,29,329.9773538824316,6
9,2454,1711,401,1243,2052,3,1164,14612,1987,8,2005,2000.2126733459772,82.77829739149553,2,467,222,36,766.0452758263929,6
7,2693,1273,1401,976,1291,3,793,9995,2006,9,2006,2006.9656194748757,77.22347341330801,2,297,121,183,226.03378215931622,5
7,2952,1080,1436,713,1516,3,867,11378,1982,10,2003,1998.4511240005684,50.32750688177363,2,367,186,125,360.8854764706316,6
8,2474,1559,901,1220,1572,3,947,11718,2007,8,2007,2007.0,90.4132118069704,2,338,144,133,436.0614658636311,5
9,2228,2097,148,1211,2080,3,1083,14515,2006,7,2007,2006.7407028277107,111.66632544939594,2,885,246,55,804.5909244192691,5
8,3192,904,1244,449,1947,3,994,19845,1942,10,1995,1981.8411549933987,9.960305455485681,2,455,400,21,531.6099558280152,8
8,2400,1645,702,1396,1698,3,725,46877,1992,7,2003,1992.979673684407,53.25578623457578,1,83,543,75,486.5590542589993,6
9,2494,2294,234,33,2259,3,855,13562,2004,8,2004,2004.227554749441,103.81836983296066,2,2261,315,96,860.6222625279504,5
8,2510,1953,549,416,1960,3,899,12107,2004,8,2004,2004.5558015500415,92.88728992473041,2,1536,198,135,648.9568279677211,5
8,1842,1842,0,1267,1842,2,737,11681,2007,7,2007,2007.8250224896788,89.70080962843562,2,574,24,54,351.45958060315496,5
8,1534,1508,0,1210,1534,2,524,6846,2007,6,2007,2007.4964707817483,61.98588312699313,2,298,150,26,92.34356540518058,5
8,1782,1749,0,1555,1782,2,538,7654,2008,6,2008,2008.9044498439935,72.59227351793879,2,194,164,71,305.3873794071495,5
8,1772,1738,0,1549,1772,2,534,7505,2008,6,2008,2008.8391150005393,71.9715925051226,2,188,164,70,296.76318007117715,5
8,1861,1861,0,1437,1861,3,829,11468,2009,7,2009,2009.8584285842276,88.56628566308987,1,424,105,4,355.37971379935385,2
8,1566,1566,0,1113,1566,2,657,9203,2008,7,2008,2008.0118704269062,69.44412398445857,1,452,130,0,118.05154980573224,4
8,1953,1933,0,632,1953,3,837,13382,2006,8,2006,2006.947187725873,103.36968591888946,2,1300,165,54,399.1532870097598,5
8,1926,1925,0,1338,1926,2,768,12318,2008,6,2008,2008.0,95.41523364918227,2,587,2,65,421.614252368867,5
8,1930,1906,0,521,1930,3,872,13204,2007,8,2007,2007.44300200082,102.06348899549123,1,1385,242,28,365.9812374948764,3
8,1884,1875,0,1096,1884,3,848,12076,2009,8,2009,2009.0359863443216,93.30207510623069,1,778,161,10,356.02508534798943,2
9,1896,1891,0,1542,1896,3,723,10794,2009,8,2010,2010.0,85.57128211180796,1,349,139,46,398.5743577638409,3
9,1867,1865,0,1471,1867,3,803,11228,2009,8,2010,2010.0,87.3312008764616,1,394,120,12,363.37598247076824,2
8,2721,1768,908,1172,1813,3,695,35559,1994,8,2001,1994.6921888531804,53.38437770636056,2,478,436,79,545.6508157560971,6
8,2863,1841,984,1074,1879,3,687,29828,1994,8,2000,1995.0518342953596,54.10366859071931,2,681,393,81,554.8217745316712,5
9,2003,1980,0,918,2003,3,898,12943,2007,9,2007,2007.9179126539711,99.77113251215374,2,1062,213,50,330.2487047406726,5
9,2296,2012,268,1295,2027,3,846,12786,2005,9,2006,2006.0530221211097,85.38575696939785,2,716,184,61,367.1132260627629,5
8,2043,1894,111,58,1931,3,887,14303,2005,9,2005,2005.0614787721279,115.46048714398277,2,1835,288,53,386.1769346228397,5
8,3196,1979,1196,804,2000,3,679,14758,1995,9,1996,1995.9068888955467,66.98711032550587,2,1175,256,91,572.2028893748989,5
8,2913,2025,869,980,2044,3,728,14054,1998,9,1999,1999.458657038136,66.10992057301287,2,1044,249,77,506.10215165774935,5
8,2436,2096,334,230,2101,3,713,14526,2002,8,2003,2003.895419409288,92.60603544306224,2,1865,168,94,389.50993417708963,5
8,2488,1730,751,1237,1736,3,854,15952,2003,9,2004,2003.6284404773603,90.83256544051258,1,493,334,83,455.35776151639936,5
8,2365,1839,516,1389,1849,3,941,17502,2004,8,2005,2004.0583715301307,77.71966833101115,1,450,289,141,312.6206519965804,5
9,2437,1803,634,588,1803,3,728,14008,2004,9,2005,2004.6843018537145,108.7367736097142,2,1214,283,41,517.0446632634194,5
8,2106,2094,0,1022,2106,3,970,18280,2005,8,2006,2005.8116063163516,72.53658317419851,1,1072,164,198,127.8279948253884,5
9,2221,1868,311,1487,1909,3,981,16445,2006,8,2007,2006.5851354115844,73.83378811482012,1,380,194,196,143.71894398363986,5
8,2351,2329,0,1610,2351,2,1001,19048,2002,8,2003,2002.0722771118628,37.73952735331892,1,719,208,223,0.0,5
8,2731,1508,1211,1175,1519,3,1011,10453,2006,10,2007,2006.389434110582,80.69962405052918,2,332,138,142,326.75924024021134,5
8,2135,2107,28,24,2107,3,738,14356,2006,8,2007,2006.9790949955916,106.37284986774716,2,2083,124,98,315.5226251102107,5
10,2868,1444,1402,160,1465,3,666,13530,2006,9,2006,2006.2503979212472,69.75596881870658,2,1283,192,16,935.9739888867238,5
9,2141,2077,57,125,2083,3,743,14256,2006,8,2007,2007.0981498110043,105.92035207895142,2,1952,131,101,310.7795581268101,5
8,2218,2212,0,1326,2218,2,837,14535,2003,7,2004,2003.2919750075046,88.52923041664384,2,885,252,65,245.19717159152907,5
9,2371,1749,563,1277,1808,2,832,12483,2006,9,2007,2007.288732559528,91.68794114213776,2,471,199,131,259.9084535119739,5
8,2319,1917,401,1377,1917,3,815,17468,2005,8,2006,2006.0,85.33453478868924,2,540,135,34,562.5306168444794,5
9,2687,1830,850,1396,1837,3,720,19610,2005,9,2006,2006.2062202343898,60.12440468779491,2,434,20,13,808.3401499174661,5
9,2819,1662,1150,813,1669,3,678,17574,2005,10,2006,2006.0,60.232378245325414,2,849,81,0,938.1412897497391,5
10,2336,1679,597,1270,1739,3,844,12483,2006,9,2007,2007.9845167897195,95.76775184579077,2,409,195,132,277.87587830149346,5
8,2145,1855,284,1345,1860,3,896,14970,2006,7,2007,2006.4601989008977,100.10572363069858,2,510,221,63,295.71641978384065,5
8,1993,1973,20,1351,1973,3,903,15104,2005,7,2006,2006.0,108.73704608562977,2,621,244,61,317.2376280654362,5
9,2395,1657,727,1336,1667,3,845,13828,2008,10,2008,2008.0,89.85484629022392,2,321,321,224,383.79788787046783,5
9,2709,1454,1231,1330,1477,3,857,14936,2008,10,2008,2008.0,67.23262592362043,2,124,127,67,269.1786380130102,5
8,2001,1955,45,1349,1956,3,902,14857,2006,7,2007,2006.1591400204316,108.96558986719455,2,606,260,79,313.2301211850332,5
10,2108,2024,83,1378,2024,3,848,13830,2006,7,2006,2006.2933739152527,105.53313042373658,2,645,240,235,60.755209160689844,5
9,2898,1960,907,314,1990,3,826,13602,2007,10,2008,2008.3195061164165,104.6804938835834,2,1645,160,112,664.6982554115671,5
9,2239,1915,318,1371,1921,3,852,14162,2006,8,2006,2006.5144524951777,96.71095009644415,2,543,192,187,68.19386060141305,5
9,2863,2311,534,698,2329,3,811,12364,2004,9,2005,2004.6419289074818,46.800316910698534,2,1612,236,111,775.5623725824597,5
9,2766,2447,308,945,2457,3,808,11956,2002,8,2003,2003.1017703964685,26.585736453649655,2,1502,269,123,745.7218014315781,5
10,3267,1266,1271,347,1572,3,840,20491,1922,11,1996,1996.8928615618058,91.81666872884276,2,919,99,263,109.0001237305651,7
10,2928,1536,844,614,1765,3,844,18930,1942,9,1998,1998.7680421387008,97.54282433522414,2,921,95,246,0.0,7
9,2560,2007,535,754,2025,3,836,13721,2006,8,2007,2007.367169272494,105.63283072750602,2,1253,183,160,391.3775812057709,5
9,3606,1109,1516,0,1519,3,839,22921,1892,11,1993,1993.0476643906331,90.04170634180396,2,1109,0,259,2.5619609965291374,8
9,2996,1971,988,300,2008,3,874,14135,2008,10,2009,2009.0,97.52175909915586,2,1670,121,75,842.3033419294013,5
9,2267,1950,305,1599,1961,3,991,15299,2008,9,2008,2008.4618344595326,81.29762837589286,2,350,205,175,571.4817027266807,5
8,2937,1934,995,437,1941,3,737,22355,2004,11,2005,2004.6635850312425,78.60811559360769,3,1496,262,95,274.44195632960424,5
8,3219,1767,1411,811,1807,3,832,36427,2005,11,2005,2005.5623999715835,71.34279973004413,3,956,349,53,712.7561321161639,5
9,2362,2888,0,1799,2362,3,787,15897,2008,9,2008,2008.2340686688462,95.16911590845346,2,676,0,69,328.26963052779774,5
9,2744,1985,887,326,1857,3,955,14175,2008,11,2008,2008.815270511194,106.63054102238797,2,1559,42,151,382.62059450745346,5
8,3103,1795,1285,915,1818,3,787,37550,2003,11,2004,2003.8520379531376,63.18872110961291,3,880,379,66,434.7225042553394,5
8,2889,1973,913,302,1975,3,722,18042,2004,11,2005,2004.893916559133,82.9844146235258,3,1671,229,104,228.95147957124507,5
9,2616,2399,555,864,2060,3,849,14644,2008,11,2008,2008.51062422974,106.02124845947993,2,1271,26,122,314.3798274617519,5
9,2699,2130,770,514,1928,3,918,14339,2008,11,2008,2008.708615239854,106.41723047970805,2,1458,36,141,358.72981372730237,5
9,2375,2559,0,2061,2375,3,775,13672,2008,10,2009,2008.6998892711067,101.50055364446672,2,335,0,68,591.9379918197268,5
