GrLivArea,OverallQual,1stFlrSF,TotalBsmtSF,GarageArea,2ndFlrSF,LotArea,ExterQual_3,YearBuilt,KitchenQual_3,GarageYrBlt,ExterQual_2,YearRemodAdd,TotRmsAbvGrd,BsmtFinSF1,GarageCars,OpenPorchSF,FullBath,BsmtUnfSF,MasVnrArea,Price3Classes
1306.0,6.0,1306.0,1306.0,624.0,0.0,5381.0,0.0,2005.0,0.0,2005.0,1.0,2005.0,5.0,900.0,2.0,63.0,2.0,406.0,135.0,<200000
2329.0,7.0,1532.0,1475.0,514.0,797.0,11839.0,1.0,1990.0,0.0,1990.0,0.0,1990.0,10.0,1085.0,2.0,121.0,2.0,390.0,99.0,"[200000,400000]"
2524.0,8.0,2524.0,2524.0,542.0,0.0,9600.0,0.0,1981.0,0.0,1981.0,1.0,1981.0,9.0,1104.0,2.0,120.0,2.0,1420.0,0.0,"[200000,400000]"
1733.0,3.0,1733.0,0.0,452.0,0.0,13680.0,1.0,1955.0,1.0,1955.0,0.0,1955.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,<200000
2868.0,9.0,1992.0,1992.0,716.0,876.0,16056.0,0.0,2005.0,0.0,2005.0,1.0,2006.0,11.0,240.0,3.0,108.0,3.0,1752.0,208.0,>400000
990.0,5.0,990.0,990.0,672.0,0.0,9245.0,1.0,1994.0,1.0,1996.0,0.0,1995.0,5.0,686.0,2.0,0.0,1.0,304.0,0.0,<200000
1771.0,5.0,1771.0,0.0,336.0,0.0,21750.0,1.0,1960.0,1.0,1960.0,0.0,2006.0,9.0,0.0,2.0,0.0,1.0,0.0,75.0,<200000
930.0,4.0,930.0,0.0,308.0,0.0,11100.0,1.0,1946.0,0.0,1946.0,0.0,2006.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,<200000
1302.0,7.0,1302.0,1302.0,436.0,0.0,8993.0,0.0,2007.0,0.0,2007.0,1.0,2007.0,6.0,0.0,2.0,22.0,2.0,1302.0,0.0,<200000
1316.0,7.0,1316.0,1316.0,440.0,0.0,11175.0,0.0,2007.0,0.0,2007.0,1.0,2007.0,6.0,0.0,2.0,20.0,2.0,1316.0,0.0,"[200000,400000]"
1977.0,6.0,1127.0,816.0,540.0,850.0,9500.0,1.0,1964.0,1.0,1964.0,0.0,1978.0,9.0,442.0,2.0,52.0,1.0,374.0,272.0,<200000
1526.0,5.0,1526.0,1216.0,364.0,0.0,8562.0,1.0,1957.0,1.0,1957.0,0.0,2002.0,7.0,383.0,1.0,78.0,1.0,833.0,145.0,<200000
1989.0,8.0,1091.0,1065.0,586.0,898.0,11367.0,0.0,2002.0,0.0,2002.0,1.0,2002.0,7.0,932.0,2.0,60.0,2.0,133.0,210.0,"[200000,400000]"
1523.0,6.0,1523.0,1193.0,478.0,0.0,11361.0,1.0,1976.0,1.0,1976.0,0.0,1976.0,7.0,644.0,2.0,0.0,2.0,549.0,160.0,<200000
1364.0,7.0,1364.0,1364.0,484.0,0.0,7052.0,0.0,2005.0,0.0,2005.0,1.0,2005.0,6.0,659.0,2.0,36.0,2.0,705.0,240.0,<200000
1850.0,7.0,979.0,973.0,467.0,871.0,29959.0,0.0,1994.0,0.0,1994.0,1.0,1994.0,7.0,595.0,2.0,98.0,2.0,378.0,0.0,"[200000,400000]"
2184.0,9.0,1130.0,1104.0,836.0,1054.0,11308.0,0.0,2008.0,0.0,2008.0,0.0,2008.0,10.0,936.0,3.0,102.0,2.0,168.0,154.0,"[200000,400000]"
1991.0,6.0,1096.0,854.0,432.0,895.0,11275.0,1.0,1932.0,1.0,1977.0,0.0,1950.0,7.0,297.0,2.0,0.0,1.0,0.0,480.0,"[200000,400000]"
1338.0,8.0,1338.0,1338.0,582.0,0.0,4920.0,0.0,2001.0,0.0,2001.0,1.0,2001.0,6.0,616.0,2.0,0.0,2.0,722.0,0.0,"[200000,400000]"
894.0,3.0,894.0,894.0,1248.0,0.0,18000.0,0.0,1935.0,1.0,1994.0,0.0,1950.0,6.0,0.0,3.0,20.0,1.0,894.0,0.0,<200000
2337.0,5.0,1422.0,662.0,560.0,915.0,13600.0,1.0,1900.0,1.0,1945.0,0.0,1950.0,10.0,0.0,2.0,57.0,2.0,662.0,0.0,<200000
1103.0,6.0,1103.0,1103.0,440.0,0.0,6000.0,1.0,1925.0,0.0,1976.0,0.0,1980.0,5.0,397.0,2.0,120.0,1.0,706.0,0.0,<200000
1154.0,5.0,1154.0,1154.0,480.0,0.0,11000.0,1.0,1966.0,1.0,1966.0,0.0,1966.0,6.0,740.0,2.0,58.0,1.0,184.0,200.0,<200000
2260.0,7.0,1306.0,1306.0,533.0,954.0,14000.0,0.0,1996.0,0.0,1996.0,1.0,1997.0,7.0,1201.0,2.0,44.0,2.0,105.0,0.0,"[200000,400000]"
1571.0,6.0,799.0,799.0,380.0,772.0,7837.0,0.0,1993.0,1.0,1993.0,1.0,1994.0,7.0,0.0,2.0,40.0,2.0,799.0,0.0,<200000
1611.0,6.0,798.0,780.0,442.0,813.0,9760.0,1.0,1964.0,1.0,1964.0,0.0,1964.0,7.0,674.0,2.0,128.0,1.0,0.0,360.0,<200000
2521.0,6.0,1291.0,942.0,576.0,1230.0,3964.0,1.0,1973.0,1.0,1973.0,0.0,1973.0,10.0,837.0,2.0,20.0,2.0,105.0,0.0,<200000
893.0,5.0,893.0,845.0,576.0,0.0,9600.0,1.0,1949.0,0.0,1985.0,0.0,2003.0,4.0,220.0,2.0,0.0,1.0,625.0,0.0,<200000
1048.0,5.0,1048.0,1048.0,286.0,0.0,10152.0,1.0,1956.0,1.0,1956.0,0.0,1956.0,6.0,586.0,1.0,20.0,1.0,462.0,120.0,<200000
1556.0,6.0,829.0,727.0,441.0,727.0,11700.0,1.0,1968.0,1.0,1968.0,0.0,1968.0,8.0,298.0,2.0,0.0,1.0,429.0,0.0,<200000
1456.0,5.0,1002.0,810.0,280.0,454.0,7585.0,1.0,1948.0,1.0,1954.0,0.0,1950.0,7.0,0.0,1.0,0.0,1.0,810.0,0.0,<200000
1426.0,6.0,698.0,690.0,440.0,728.0,7950.0,1.0,1977.0,1.0,1977.0,0.0,1977.0,6.0,535.0,2.0,0.0,1.0,155.0,140.0,<200000
1240.0,7.0,1240.0,1240.0,826.0,0.0,8556.0,0.0,2006.0,0.0,2006.0,1.0,2006.0,5.0,0.0,3.0,93.0,2.0,1240.0,0.0,<200000
1740.0,7.0,960.0,800.0,240.0,780.0,13125.0,1.0,1940.0,1.0,1940.0,0.0,1984.0,6.0,410.0,1.0,0.0,1.0,390.0,0.0,"[200000,400000]"
1466.0,5.0,1096.0,796.0,566.0,370.0,10800.0,1.0,1936.0,0.0,1950.0,0.0,1989.0,7.0,626.0,2.0,21.0,2.0,170.0,0.0,<200000
1096.0,5.0,1096.0,1096.0,299.0,0.0,15870.0,1.0,1969.0,1.0,1969.0,0.0,1969.0,6.0,75.0,1.0,32.0,1.0,230.0,0.0,<200000
848.0,6.0,848.0,848.0,420.0,0.0,4435.0,0.0,2004.0,0.0,2004.0,1.0,2004.0,3.0,662.0,2.0,0.0,1.0,186.0,169.0,<200000
990.0,5.0,990.0,990.0,299.0,0.0,8775.0,1.0,1994.0,1.0,1996.0,0.0,1994.0,5.0,495.0,1.0,64.0,1.0,495.0,0.0,<200000
1258.0,6.0,1258.0,1258.0,528.0,0.0,11040.0,0.0,1971.0,0.0,1971.0,1.0,2004.0,5.0,656.0,2.0,0.0,2.0,602.0,144.0,<200000
1040.0,5.0,1040.0,1040.0,308.0,0.0,7500.0,1.0,1963.0,1.0,1963.0,0.0,1963.0,5.0,824.0,1.0,0.0,1.0,216.0,0.0,<200000
1459.0,7.0,1459.0,1459.0,527.0,0.0,8749.0,0.0,2002.0,0.0,2002.0,1.0,2002.0,6.0,0.0,2.0,39.0,2.0,1459.0,100.0,<200000
1251.0,6.0,1251.0,1251.0,461.0,0.0,8800.0,1.0,1964.0,1.0,1964.0,0.0,1964.0,6.0,553.0,1.0,116.0,1.0,698.0,425.0,<200000
1498.0,6.0,691.0,691.0,409.0,807.0,13031.0,1.0,1995.0,1.0,1995.0,0.0,1996.0,6.0,592.0,2.0,44.0,2.0,99.0,0.0,<200000
996.0,6.0,996.0,936.0,564.0,0.0,9069.0,1.0,1992.0,0.0,1992.0,0.0,1992.0,5.0,747.0,2.0,0.0,1.0,189.0,0.0,<200000
1092.0,4.0,546.0,546.0,286.0,546.0,1974.0,1.0,1973.0,1.0,1973.0,0.0,1973.0,6.0,334.0,1.0,96.0,1.0,212.0,0.0,<200000
1953.0,8.0,1082.0,1082.0,1043.0,871.0,10574.0,0.0,2005.0,0.0,2005.0,1.0,2006.0,9.0,0.0,3.0,50.0,2.0,1082.0,0.0,"[200000,400000]"
1709.0,7.0,970.0,970.0,380.0,739.0,2522.0,0.0,2004.0,0.0,2004.0,1.0,2004.0,7.0,0.0,2.0,40.0,2.0,970.0,50.0,<200000
1247.0,8.0,1247.0,1247.0,550.0,0.0,3316.0,0.0,2005.0,0.0,2005.0,1.0,2005.0,4.0,1039.0,2.0,84.0,1.0,208.0,0.0,<200000
1040.0,3.0,1040.0,0.0,400.0,0.0,8544.0,1.0,1950.0,1.0,1987.0,0.0,1950.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,<200000
1252.0,7.0,624.0,600.0,462.0,628.0,2160.0,0.0,1999.0,0.0,1999.0,1.0,2000.0,4.0,510.0,2.0,48.0,2.0,90.0,212.0,<200000
1694.0,6.0,1390.0,1181.0,576.0,304.0,8400.0,1.0,1925.0,1.0,1925.0,0.0,1950.0,7.0,423.0,2.0,0.0,2.0,758.0,0.0,<200000
1200.0,5.0,1200.0,864.0,884.0,0.0,9230.0,1.0,1965.0,0.0,1977.0,0.0,1998.0,6.0,661.0,2.0,64.0,1.0,203.0,166.0,<200000
936.0,5.0,936.0,936.0,308.0,0.0,5868.0,1.0,1956.0,1.0,1956.0,0.0,2000.0,4.0,248.0,1.0,0.0,1.0,448.0,0.0,<200000
1314.0,6.0,1314.0,1314.0,440.0,0.0,9317.0,0.0,2006.0,0.0,2006.0,1.0,2006.0,6.0,24.0,2.0,22.0,2.0,1290.0,0.0,<200000
1355.0,6.0,773.0,684.0,0.0,582.0,6882.0,1.0,1914.0,0.0,-1.0,0.0,2006.0,7.0,0.0,0.0,0.0,1.0,684.0,0.0,<200000
1088.0,8.0,1088.0,1074.0,461.0,0.0,3696.0,0.0,1986.0,0.0,1987.0,1.0,1986.0,5.0,0.0,2.0,74.0,1.0,1074.0,0.0,<200000
1324.0,4.0,757.0,672.0,240.0,567.0,6000.0,1.0,1936.0,1.0,1936.0,0.0,1950.0,6.0,672.0,1.0,0.0,1.0,0.0,0.0,<200000
1601.0,7.0,1601.0,1271.0,478.0,0.0,11880.0,1.0,1978.0,1.0,1978.0,0.0,1978.0,7.0,704.0,2.0,0.0,2.0,567.0,206.0,<200000
438.0,2.0,438.0,290.0,246.0,0.0,8400.0,1.0,1920.0,0.0,1930.0,0.0,1950.0,3.0,290.0,1.0,0.0,1.0,0.0,0.0,<200000
950.0,5.0,950.0,950.0,280.0,0.0,9758.0,1.0,1971.0,1.0,1981.0,0.0,1971.0,5.0,412.0,1.0,0.0,1.0,251.0,0.0,<200000
1134.0,5.0,1134.0,1010.0,254.0,0.0,7000.0,1.0,1960.0,1.0,1960.0,0.0,2002.0,6.0,588.0,1.0,16.0,1.0,422.0,45.0,<200000
1194.0,6.0,1194.0,655.0,539.0,0.0,8910.0,1.0,1959.0,1.0,1954.0,0.0,1959.0,6.0,655.0,2.0,0.0,1.0,0.0,0.0,<200000
1302.0,5.0,630.0,630.0,440.0,672.0,2016.0,1.0,1970.0,1.0,1970.0,0.0,1970.0,6.0,0.0,2.0,0.0,2.0,630.0,304.0,<200000
2622.0,8.0,1500.0,1463.0,712.0,1122.0,12256.0,0.0,1994.0,0.0,1994.0,1.0,1995.0,9.0,1032.0,2.0,32.0,2.0,431.0,362.0,"[200000,400000]"
1442.0,7.0,1442.0,910.0,719.0,0.0,10357.0,0.0,1990.0,0.0,1990.0,1.0,1991.0,6.0,738.0,2.0,244.0,2.0,172.0,0.0,<200000
2021.0,7.0,887.0,868.0,422.0,1134.0,23257.0,0.0,2006.0,0.0,2006.0,1.0,2006.0,9.0,0.0,2.0,100.0,2.0,868.0,0.0,"[200000,400000]"
1690.0,6.0,948.0,924.0,463.0,742.0,8063.0,1.0,2000.0,1.0,2000.0,0.0,2000.0,7.0,0.0,2.0,48.0,2.0,924.0,0.0,<200000
1836.0,8.0,1836.0,1836.0,862.0,0.0,11362.0,0.0,2004.0,0.0,2004.0,1.0,2005.0,7.0,1039.0,3.0,185.0,2.0,797.0,42.0,"[200000,400000]"
1658.0,6.0,773.0,773.0,431.0,885.0,8000.0,1.0,1995.0,1.0,1995.0,0.0,1996.0,8.0,219.0,2.0,84.0,2.0,554.0,0.0,<200000
1964.0,7.0,1098.0,803.0,483.0,866.0,10480.0,1.0,1976.0,1.0,1976.0,0.0,1976.0,8.0,403.0,2.0,69.0,2.0,400.0,660.0,"[200000,400000]"
816.0,5.0,816.0,816.0,308.0,0.0,7100.0,1.0,1957.0,1.0,1957.0,0.0,1957.0,5.0,708.0,1.0,0.0,1.0,108.0,0.0,<200000
1008.0,5.0,1008.0,1008.0,240.0,0.0,8923.0,1.0,1953.0,0.0,1953.0,0.0,2006.0,6.0,643.0,1.0,18.0,1.0,365.0,0.0,<200000
833.0,5.0,833.0,833.0,326.0,0.0,5400.0,1.0,1954.0,0.0,1955.0,0.0,2000.0,4.0,415.0,1.0,0.0,1.0,418.0,0.0,<200000
1734.0,8.0,1734.0,1734.0,928.0,0.0,12085.0,0.0,2007.0,0.0,2007.0,1.0,2007.0,7.0,1004.0,3.0,0.0,2.0,730.0,328.0,"[200000,400000]"
1419.0,8.0,779.0,408.0,527.0,640.0,7750.0,0.0,2002.0,0.0,2002.0,1.0,2002.0,7.0,353.0,2.0,0.0,2.0,55.0,0.0,<200000
894.0,5.0,894.0,894.0,450.0,0.0,9764.0,1.0,1967.0,0.0,1967.0,0.0,2003.0,5.0,702.0,2.0,0.0,1.0,192.0,0.0,<200000
1601.0,5.0,1021.0,533.0,300.0,580.0,13825.0,1.0,1958.0,1.0,1958.0,0.0,1987.0,6.0,0.0,1.0,34.0,1.0,533.0,0.0,<200000
1040.0,5.0,1040.0,1040.0,286.0,0.0,7560.0,1.0,1959.0,1.0,1959.0,0.0,1959.0,6.0,369.0,1.0,0.0,1.0,671.0,0.0,<200000
1012.0,6.0,1012.0,1012.0,308.0,0.0,8263.0,1.0,1920.0,1.0,1920.0,0.0,1950.0,6.0,0.0,1.0,22.0,1.0,1012.0,0.0,<200000
1552.0,7.0,1552.0,1552.0,782.0,0.0,10084.0,0.0,2005.0,0.0,2005.0,1.0,2006.0,7.0,24.0,3.0,20.0,2.0,1528.0,196.0,"[200000,400000]"
960.0,4.0,960.0,672.0,288.0,0.0,8926.0,1.0,1956.0,1.0,1956.0,0.0,1956.0,5.0,0.0,1.0,0.0,1.0,672.0,0.0,<200000
698.0,5.0,698.0,698.0,0.0,0.0,9405.0,1.0,1947.0,1.0,-1.0,0.0,2008.0,4.0,0.0,0.0,200.0,1.0,698.0,0.0,<200000
1482.0,7.0,812.0,384.0,392.0,670.0,9125.0,1.0,1992.0,0.0,1992.0,0.0,1992.0,7.0,0.0,2.0,25.0,2.0,384.0,170.0,<200000
1005.0,4.0,1005.0,1005.0,672.0,0.0,10434.0,1.0,1955.0,0.0,1977.0,0.0,1955.0,5.0,0.0,2.0,0.0,1.0,1005.0,0.0,<200000
1555.0,7.0,1555.0,1373.0,660.0,0.0,3684.0,0.0,2007.0,0.0,2007.0,1.0,2007.0,7.0,0.0,3.0,20.0,2.0,1373.0,130.0,<200000
1530.0,7.0,1530.0,1530.0,630.0,0.0,14572.0,0.0,2004.0,0.0,2004.0,1.0,2004.0,7.0,1300.0,3.0,36.0,2.0,230.0,0.0,"[200000,400000]"
1959.0,7.0,847.0,847.0,434.0,1112.0,11796.0,0.0,2004.0,0.0,2004.0,1.0,2005.0,8.0,0.0,2.0,48.0,2.0,847.0,0.0,"[200000,400000]"
936.0,5.0,936.0,936.0,672.0,0.0,7200.0,1.0,1980.0,1.0,1980.0,0.0,1980.0,4.0,936.0,2.0,0.0,1.0,0.0,180.0,<200000
1981.0,4.0,1328.0,1122.0,576.0,653.0,7804.0,1.0,1928.0,0.0,1981.0,0.0,1950.0,7.0,622.0,2.0,44.0,2.0,500.0,0.0,<200000
974.0,5.0,974.0,974.0,0.0,0.0,10712.0,1.0,1991.0,1.0,-1.0,0.0,1992.0,5.0,212.0,0.0,28.0,1.0,762.0,0.0,<200000
2210.0,6.0,1178.0,1008.0,205.0,1032.0,9900.0,1.0,1880.0,0.0,1930.0,0.0,1950.0,8.0,0.0,1.0,48.0,2.0,1008.0,0.0,<200000
2020.0,8.0,1142.0,1128.0,466.0,878.0,9828.0,0.0,1995.0,0.0,1995.0,1.0,1995.0,8.0,584.0,2.0,155.0,2.0,544.0,0.0,"[200000,400000]"
1600.0,6.0,916.0,916.0,460.0,684.0,8773.0,1.0,1997.0,1.0,1997.0,0.0,1997.0,7.0,0.0,2.0,38.0,2.0,916.0,0.0,<200000
986.0,6.0,986.0,960.0,180.0,0.0,6180.0,1.0,1926.0,1.0,1926.0,0.0,1950.0,5.0,0.0,1.0,128.0,1.0,960.0,0.0,<200000
1252.0,6.0,1032.0,1032.0,288.0,220.0,9600.0,1.0,1950.0,1.0,1950.0,0.0,1950.0,6.0,280.0,1.0,0.0,1.0,752.0,0.0,<200000
1020.0,5.0,780.0,780.0,0.0,240.0,6342.0,1.0,1875.0,1.0,-1.0,0.0,1996.0,6.0,0.0,0.0,0.0,1.0,780.0,0.0,<200000
1567.0,6.0,1567.0,1567.0,714.0,0.0,9819.0,1.0,1977.0,0.0,1977.0,0.0,1977.0,5.0,1567.0,2.0,32.0,2.0,0.0,0.0,<200000
1167.0,5.0,1167.0,915.0,495.0,0.0,8731.0,1.0,1920.0,1.0,1972.0,0.0,1950.0,6.0,645.0,2.0,0.0,1.0,270.0,0.0,<200000
952.0,5.0,952.0,952.0,840.0,0.0,7350.0,1.0,1951.0,1.0,1988.0,0.0,1951.0,4.0,852.0,2.0,0.0,1.0,100.0,0.0,<200000
1868.0,5.0,1088.0,780.0,484.0,780.0,10304.0,1.0,1976.0,0.0,1976.0,0.0,1976.0,9.0,381.0,2.0,96.0,2.0,399.0,44.0,<200000
2828.0,8.0,1466.0,1466.0,1052.0,1362.0,9965.0,0.0,2006.0,0.0,2006.0,1.0,2007.0,11.0,1150.0,3.0,144.0,3.0,316.0,340.0,>400000
1006.0,5.0,1006.0,1006.0,0.0,0.0,9000.0,1.0,1959.0,1.0,-1.0,0.0,1959.0,5.0,288.0,0.0,24.0,1.0,718.0,0.0,<200000
924.0,4.0,672.0,672.0,280.0,252.0,12180.0,1.0,1941.0,0.0,1941.0,0.0,1950.0,5.0,348.0,1.0,0.0,1.0,324.0,0.0,<200000
1576.0,5.0,1042.0,1042.0,225.0,534.0,6240.0,1.0,1928.0,1.0,1928.0,0.0,1950.0,8.0,0.0,1.0,0.0,1.0,1042.0,0.0,<200000
1298.0,6.0,1298.0,1298.0,403.0,0.0,11200.0,0.0,1985.0,0.0,1985.0,1.0,1985.0,5.0,1258.0,2.0,26.0,2.0,40.0,85.0,<200000
1564.0,7.0,860.0,704.0,234.0,704.0,12000.0,1.0,1941.0,0.0,1941.0,0.0,1950.0,7.0,275.0,1.0,0.0,1.0,429.0,0.0,<200000
1111.0,7.0,572.0,572.0,288.0,539.0,5700.0,1.0,1926.0,1.0,1982.0,0.0,1950.0,5.0,0.0,1.0,0.0,1.0,572.0,0.0,<200000
1482.0,7.0,832.0,650.0,324.0,650.0,9000.0,1.0,1920.0,1.0,1930.0,0.0,1988.0,7.0,624.0,2.0,0.0,1.0,26.0,0.0,<200000
932.0,6.0,932.0,932.0,306.0,0.0,8280.0,1.0,1950.0,0.0,1950.0,0.0,1950.0,4.0,0.0,1.0,0.0,1.0,932.0,0.0,<200000
1466.0,5.0,1466.0,1466.0,528.0,0.0,17755.0,1.0,1959.0,0.0,1959.0,0.0,1959.0,6.0,176.0,2.0,140.0,1.0,1290.0,132.0,<200000
1811.0,6.0,1811.0,1073.0,470.0,0.0,14115.0,1.0,1956.0,0.0,1956.0,0.0,2004.0,6.0,296.0,2.0,0.0,1.0,230.0,0.0,"[200000,400000]"
816.0,6.0,816.0,816.0,432.0,0.0,5890.0,0.0,1930.0,1.0,2002.0,1.0,2007.0,5.0,538.0,1.0,0.0,1.0,278.0,0.0,<200000
1820.0,7.0,902.0,864.0,492.0,918.0,13700.0,1.0,1965.0,0.0,1965.0,0.0,1988.0,8.0,454.0,2.0,84.0,1.0,410.0,288.0,"[200000,400000]"
1437.0,5.0,1437.0,1437.0,528.0,0.0,10768.0,0.0,1976.0,0.0,1976.0,1.0,2004.0,6.0,1157.0,2.0,21.0,2.0,280.0,0.0,"[200000,400000]"
1265.0,5.0,1265.0,1219.0,502.0,0.0,9350.0,1.0,1965.0,0.0,1965.0,0.0,1999.0,6.0,633.0,2.0,92.0,2.0,586.0,0.0,<200000
1314.0,7.0,1314.0,1314.0,626.0,0.0,5001.0,0.0,2007.0,0.0,2008.0,1.0,2008.0,6.0,904.0,2.0,62.0,2.0,410.0,166.0,"[200000,400000]"
1580.0,8.0,1580.0,1580.0,830.0,0.0,11932.0,0.0,2007.0,0.0,2008.0,1.0,2008.0,7.0,0.0,3.0,24.0,2.0,1580.0,186.0,"[200000,400000]"
1876.0,6.0,943.0,901.0,540.0,933.0,9120.0,0.0,1974.0,0.0,1974.0,1.0,1974.0,8.0,442.0,2.0,69.0,2.0,459.0,270.0,<200000
1456.0,6.0,855.0,855.0,440.0,601.0,2280.0,1.0,1978.0,1.0,1978.0,0.0,1978.0,7.0,311.0,2.0,0.0,2.0,544.0,0.0,<200000
1640.0,6.0,1640.0,1296.0,924.0,0.0,14778.0,0.0,1954.0,0.0,1993.0,1.0,2006.0,7.0,728.0,2.0,0.0,1.0,568.0,72.0,"[200000,400000]"
894.0,5.0,894.0,894.0,450.0,0.0,8724.0,1.0,1968.0,1.0,1968.0,0.0,1968.0,5.0,492.0,2.0,0.0,1.0,402.0,0.0,<200000
1258.0,4.0,1258.0,1198.0,400.0,0.0,12900.0,1.0,1969.0,1.0,1969.0,0.0,1969.0,6.0,1198.0,2.0,0.0,0.0,0.0,0.0,<200000
1432.0,5.0,1432.0,1360.0,588.0,0.0,16157.0,1.0,1978.0,0.0,1978.0,0.0,1978.0,5.0,680.0,2.0,180.0,1.0,289.0,0.0,<200000
1502.0,7.0,1502.0,1502.0,644.0,0.0,9541.0,0.0,2009.0,0.0,2009.0,1.0,2009.0,7.0,0.0,2.0,114.0,2.0,1502.0,268.0,"[200000,400000]"
1694.0,8.0,1694.0,1694.0,776.0,0.0,10475.0,0.0,2008.0,0.0,2008.0,1.0,2008.0,7.0,0.0,3.0,33.0,2.0,1694.0,72.0,"[200000,400000]"
1671.0,6.0,959.0,959.0,472.0,712.0,10852.0,1.0,2000.0,1.0,2000.0,0.0,2000.0,7.0,786.0,2.0,38.0,2.0,173.0,0.0,<200000
2108.0,6.0,1236.0,1127.0,540.0,872.0,13728.0,1.0,1935.0,0.0,1935.0,0.0,1986.0,7.0,626.0,2.0,0.0,2.0,501.0,0.0,"[200000,400000]"
3627.0,10.0,1831.0,1930.0,807.0,1796.0,35760.0,0.0,1995.0,0.0,1995.0,1.0,1996.0,10.0,1387.0,3.0,76.0,3.0,543.0,1378.0,>400000
1118.0,6.0,1118.0,1096.0,358.0,0.0,9880.0,1.0,1977.0,1.0,1977.0,0.0,1977.0,6.0,522.0,1.0,0.0,1.0,574.0,0.0,<200000
1261.0,6.0,1261.0,1261.0,433.0,0.0,9120.0,1.0,1958.0,1.0,1958.0,0.0,1958.0,6.0,662.0,2.0,0.0,1.0,599.0,0.0,<200000
1250.0,7.0,625.0,625.0,625.0,625.0,4017.0,0.0,2006.0,0.0,2006.0,1.0,2007.0,5.0,0.0,2.0,54.0,2.0,625.0,0.0,<200000
3086.0,5.0,1636.0,1598.0,0.0,971.0,18030.0,1.0,1946.0,0.0,-1.0,0.0,1994.0,12.0,152.0,0.0,0.0,3.0,977.0,0.0,"[200000,400000]"
2345.0,6.0,1170.0,952.0,360.0,1175.0,16560.0,1.0,1932.0,1.0,1932.0,0.0,1950.0,9.0,503.0,2.0,0.0,2.0,449.0,0.0,"[200000,400000]"
2872.0,8.0,2129.0,1683.0,541.0,743.0,10678.0,0.0,1992.0,0.0,1992.0,1.0,2000.0,9.0,700.0,2.0,33.0,2.0,983.0,337.0,"[200000,400000]"
923.0,5.0,923.0,876.0,264.0,0.0,6951.0,1.0,1984.0,1.0,1984.0,0.0,1985.0,5.0,658.0,1.0,0.0,1.0,218.0,0.0,<200000
1224.0,6.0,818.0,818.0,210.0,406.0,3950.0,1.0,1926.0,1.0,1926.0,0.0,2004.0,5.0,468.0,1.0,0.0,1.0,350.0,0.0,<200000
1343.0,5.0,820.0,731.0,186.0,523.0,7681.0,1.0,1921.0,1.0,1921.0,0.0,1950.0,7.0,0.0,1.0,0.0,1.0,731.0,0.0,<200000
1124.0,5.0,1124.0,0.0,0.0,0.0,8335.0,1.0,1954.0,1.0,-1.0,0.0,1954.0,5.0,0.0,0.0,36.0,1.0,0.0,0.0,<200000
2514.0,7.0,1298.0,1216.0,693.0,1216.0,11170.0,1.0,1990.0,1.0,1990.0,0.0,1991.0,8.0,1216.0,2.0,0.0,2.0,0.0,0.0,"[200000,400000]"
1652.0,8.0,1652.0,1600.0,482.0,0.0,5587.0,0.0,2008.0,0.0,2008.0,0.0,2008.0,5.0,1480.0,2.0,53.0,2.0,120.0,186.0,"[200000,400000]"
4476.0,10.0,2411.0,2396.0,813.0,2065.0,15623.0,0.0,1996.0,0.0,1996.0,1.0,1996.0,10.0,2096.0,3.0,78.0,3.0,300.0,0.0,>400000
1130.0,5.0,1130.0,1120.0,720.0,0.0,10800.0,1.0,1920.0,1.0,1970.0,0.0,1950.0,5.0,821.0,2.0,0.0,1.0,299.0,0.0,<200000
1221.0,5.0,949.0,784.0,392.0,272.0,9738.0,1.0,1924.0,1.0,1965.0,0.0,1950.0,7.0,392.0,1.0,0.0,1.0,392.0,0.0,<200000
1699.0,3.0,1014.0,978.0,420.0,685.0,10615.0,1.0,1900.0,1.0,1920.0,0.0,1970.0,7.0,440.0,2.0,74.0,2.0,538.0,0.0,<200000
1624.0,8.0,1624.0,1624.0,757.0,0.0,12461.0,0.0,1994.0,0.0,1994.0,1.0,1995.0,5.0,1456.0,3.0,114.0,2.0,168.0,0.0,"[200000,400000]"
1660.0,7.0,831.0,831.0,493.0,829.0,8935.0,0.0,2002.0,0.0,2002.0,1.0,2002.0,7.0,0.0,2.0,68.0,2.0,831.0,95.0,<200000
1804.0,7.0,1028.0,994.0,442.0,776.0,7500.0,1.0,1999.0,0.0,1999.0,0.0,1999.0,7.0,0.0,2.0,60.0,2.0,994.0,0.0,<200000
1622.0,4.0,1622.0,1249.0,1356.0,0.0,32463.0,1.0,1961.0,1.0,1975.0,0.0,1975.0,7.0,1159.0,4.0,0.0,1.0,90.0,149.0,<200000
1441.0,8.0,764.0,776.0,492.0,677.0,2645.0,0.0,1999.0,0.0,1999.0,1.0,2000.0,5.0,0.0,2.0,0.0,2.0,776.0,456.0,<200000
1472.0,5.0,842.0,702.0,250.0,630.0,9600.0,1.0,1925.0,0.0,1925.0,0.0,1994.0,6.0,0.0,1.0,0.0,1.0,702.0,0.0,<200000
